# EOS Table generated on 20120306 from
# HShenEOS_rho220_temp180_ye65_version2.0_20111026_EOSmaker_svn9.h5
# Original table has nrho ntemp nye:    220   180    65
EoSType = ColdTable
Nrho =  2000
RhoMin =   0.161865E-14      RhoMax =   0.158181E-01
HeatCapacity =   0.160000E-02
GammaTh =   0.166667E+01
Kappa =   0.100000E+03
RhoSpacing = Log
-1.21201765E-03 1.61710980E+00 2.72361594E-02
-1.20378263E-03 1.61734920E+00 2.72965305E-02
-1.19552976E-03 1.61758951E+00 2.73568815E-02
-1.18722250E-03 1.61782964E+00 2.74191749E-02
-1.17888651E-03 1.61807035E+00 2.74818591E-02
-1.17051920E-03 1.61831164E+00 2.75444292E-02
-1.16212124E-03 1.61855351E+00 2.76068841E-02
-1.15369364E-03 1.61879601E+00 2.76692127E-02
-1.14524841E-03 1.61903942E+00 2.77313485E-02
-1.13677471E-03 1.61928346E+00 2.77933565E-02
-1.12827359E-03 1.61952818E+00 2.78552260E-02
-1.11968855E-03 1.61977220E+00 2.79156059E-02
-1.11104640E-03 1.62001626E+00 2.79769484E-02
-1.10236102E-03 1.62026078E+00 2.80386531E-02
-1.09365638E-03 1.62050627E+00 2.80997903E-02
-1.08490783E-03 1.62075217E+00 2.81604584E-02
-1.07614179E-03 1.62099914E+00 2.82205262E-02
-1.06734605E-03 1.62124687E+00 2.82800443E-02
-1.05852176E-03 1.62149542E+00 2.83389909E-02
-1.04968198E-03 1.62174511E+00 2.83973054E-02
-1.04080321E-03 1.62199541E+00 2.84550654E-02
-1.03187563E-03 1.62224624E+00 2.85143259E-02
-1.02292208E-03 1.62249825E+00 2.85753244E-02
-1.01380764E-03 1.62275147E+00 2.86364426E-02
-1.00452622E-03 1.62300679E+00 2.86976885E-02
-9.95171853E-04 1.62326284E+00 2.87597792E-02
-9.85768316E-04 1.62351954E+00 2.88225180E-02
-9.76342677E-04 1.62377686E+00 2.88853060E-02
-9.66882142E-04 1.62403450E+00 2.89482007E-02
-9.57401352E-04 1.62429280E+00 2.90111183E-02
-9.47873755E-04 1.62455090E+00 2.90755237E-02
-9.38286023E-04 1.62480846E+00 2.91419547E-02
-9.28660255E-04 1.62506657E+00 2.92078737E-02
-9.19010616E-04 1.62532552E+00 2.92732256E-02
-9.09324728E-04 1.62558505E+00 2.93380842E-02
-8.99616659E-04 1.62584543E+00 2.94024054E-02
-8.89887118E-04 1.62610670E+00 2.94661916E-02
-8.80111209E-04 1.62636833E+00 2.95295722E-02
-8.70328537E-04 1.62663113E+00 2.95923868E-02
-8.60488769E-04 1.62689407E+00 2.96550402E-02
-8.50581721E-04 1.62715705E+00 2.97180280E-02
-8.40630511E-04 1.62742125E+00 2.97805141E-02
-8.30599981E-04 1.62768703E+00 2.98424133E-02
-8.20527734E-04 1.62795342E+00 2.99043136E-02
-8.10430823E-04 1.62822068E+00 2.99661667E-02
-8.00310173E-04 1.62848882E+00 3.00279683E-02
-7.90151096E-04 1.62875760E+00 3.00897621E-02
-7.79970405E-04 1.62902726E+00 3.01514957E-02
-7.69753783E-04 1.62929766E+00 3.02135784E-02
-7.59461785E-04 1.62956857E+00 3.02788579E-02
-7.49143530E-04 1.62984013E+00 3.03441038E-02
-7.38784642E-04 1.63011209E+00 3.04093512E-02
-7.28408769E-04 1.63038484E+00 3.04745025E-02
-7.17994130E-04 1.63065803E+00 3.05396198E-02
-7.07564137E-04 1.63093205E+00 3.06046038E-02
-6.97082548E-04 1.63120629E+00 3.06695751E-02
-6.86594836E-04 1.63148151E+00 3.07343446E-02
-6.76072431E-04 1.63175726E+00 3.07990056E-02
-6.65446523E-04 1.63203304E+00 3.08659386E-02
-6.54805662E-04 1.63230974E+00 3.09325338E-02
-6.44109192E-04 1.63258710E+00 3.09987210E-02
-6.33344301E-04 1.63286549E+00 3.10642963E-02
-6.22542288E-04 1.63314442E+00 3.11295117E-02
-6.11722308E-04 1.63342422E+00 3.11943259E-02
-6.00858397E-04 1.63370447E+00 3.12588605E-02
-5.89978592E-04 1.63398563E+00 3.13230521E-02
-5.79066099E-04 1.63426741E+00 3.13869968E-02
-5.68073432E-04 1.63454977E+00 3.14521127E-02
-5.57028430E-04 1.63483258E+00 3.15174562E-02
-5.45965096E-04 1.63511624E+00 3.15826967E-02
-5.34859726E-04 1.63540038E+00 3.16479215E-02
-5.23723508E-04 1.63568511E+00 3.17131202E-02
-5.12567512E-04 1.63597058E+00 3.17782725E-02
-5.01385871E-04 1.63625667E+00 3.18434096E-02
-4.90181338E-04 1.63654340E+00 3.19085446E-02
-4.78940332E-04 1.63683052E+00 3.19737408E-02
-4.67626846E-04 1.63711882E+00 3.20403827E-02
-4.56244983E-04 1.63740769E+00 3.21074306E-02
-4.44849019E-04 1.63769733E+00 3.21741136E-02
-4.33424734E-04 1.63798756E+00 3.22404409E-02
-4.21958499E-04 1.63827817E+00 3.23064182E-02
-4.10437669E-04 1.63856998E+00 3.23719558E-02
-3.98772508E-04 1.63886384E+00 3.24370419E-02
-3.86848372E-04 1.63916053E+00 3.25016015E-02
-3.74885246E-04 1.63945769E+00 3.25661202E-02
-3.62857235E-04 1.63975586E+00 3.26330473E-02
-3.50744454E-04 1.64005453E+00 3.27017636E-02
-3.38601784E-04 1.64035375E+00 3.27702792E-02
-3.26440336E-04 1.64065366E+00 3.28385624E-02
-3.14229946E-04 1.64095388E+00 3.29067026E-02
-3.02002602E-04 1.64125480E+00 3.29746109E-02
-2.89738424E-04 1.64155619E+00 3.30423426E-02
-2.77448742E-04 1.64185818E+00 3.31098694E-02
-2.65123751E-04 1.64216070E+00 3.31772087E-02
-2.52715959E-04 1.64246349E+00 3.32457462E-02
-2.40249742E-04 1.64276712E+00 3.33156427E-02
-2.27732931E-04 1.64307114E+00 3.33852612E-02
-2.15186170E-04 1.64337583E+00 3.34545401E-02
-2.02610390E-04 1.64368120E+00 3.35234840E-02
-1.90006723E-04 1.64398724E+00 3.35921011E-02
-1.77376139E-04 1.64429396E+00 3.36603960E-02
-1.64700023E-04 1.64460116E+00 3.37284260E-02
-1.52008597E-04 1.64490921E+00 3.37961088E-02
-1.39256338E-04 1.64521792E+00 3.38643032E-02
-1.26396552E-04 1.64552732E+00 3.39340799E-02
-1.13507444E-04 1.64583740E+00 3.40035875E-02
-1.00589680E-04 1.64614818E+00 3.40728213E-02
-8.76442821E-05 1.64645967E+00 3.41417838E-02
-7.46630461E-05 1.64677176E+00 3.42105096E-02
-6.16562182E-05 1.64708459E+00 3.42789652E-02
-4.86062501E-05 1.64739794E+00 3.43472091E-02
-3.55333880E-05 1.64771204E+00 3.44151949E-02
-2.24108464E-05 1.64802697E+00 3.44835326E-02
-9.12710851E-06 1.64834285E+00 3.45547075E-02
 4.20011347E-06 1.64865924E+00 3.46256969E-02
 1.75457414E-05 1.64897639E+00 3.46964350E-02
 3.09327612E-05 1.64929406E+00 3.47669864E-02
 4.43481190E-05 1.64961239E+00 3.48373177E-02
 5.78024434E-05 1.64993125E+00 3.49074646E-02
 7.12827461E-05 1.65025078E+00 3.49773935E-02
 8.47881580E-05 1.65057100E+00 3.50470957E-02
 9.83374719E-05 1.65089175E+00 3.51167532E-02
 1.12003698E-04 1.65121359E+00 3.51898472E-02
 1.25711500E-04 1.65153597E+00 3.52626482E-02
 1.39448414E-04 1.65185903E+00 3.53351192E-02
 1.53213467E-04 1.65218277E+00 3.54072596E-02
 1.67028359E-04 1.65250697E+00 3.54791346E-02
 1.80857926E-04 1.65283199E+00 3.55506416E-02
 1.94712469E-04 1.65315774E+00 3.56218150E-02
 2.08817236E-04 1.65348510E+00 3.56927916E-02
 2.23082709E-04 1.65381396E+00 3.57635107E-02
 2.37483199E-04 1.65414323E+00 3.58365765E-02
 2.51947074E-04 1.65447294E+00 3.59096765E-02
 2.66431927E-04 1.65480345E+00 3.59824287E-02
 2.80959214E-04 1.65513455E+00 3.60548927E-02
 2.95516585E-04 1.65546633E+00 3.61270441E-02
 3.10114221E-04 1.65579871E+00 3.61989127E-02
 3.24729407E-04 1.65613192E+00 3.62704390E-02
 3.39383282E-04 1.65646574E+00 3.63416808E-02
 3.54063222E-04 1.65680028E+00 3.64126186E-02
 3.68880418E-04 1.65713650E+00 3.64850833E-02
 3.83765969E-04 1.65747366E+00 3.65578175E-02
 3.98672171E-04 1.65781164E+00 3.66302085E-02
 4.13609239E-04 1.65815035E+00 3.67022837E-02
 4.28597546E-04 1.65848956E+00 3.67741048E-02
 4.43604052E-04 1.65882961E+00 3.68455864E-02
 4.58638866E-04 1.65917039E+00 3.69167555E-02
 4.73712514E-04 1.65951184E+00 3.69876305E-02
 4.88823028E-04 1.65985391E+00 3.70582261E-02
 5.04040015E-04 1.66019731E+00 3.71312344E-02
 5.19334723E-04 1.66054169E+00 3.72055825E-02
 5.34661397E-04 1.66088682E+00 3.72796599E-02
 5.50029286E-04 1.66123254E+00 3.73535054E-02
 5.65427803E-04 1.66157902E+00 3.74270816E-02
 5.80855544E-04 1.66192622E+00 3.75004007E-02
 5.96312321E-04 1.66227417E+00 3.75734553E-02
 6.11808003E-04 1.66262278E+00 3.76462718E-02
 6.27367479E-04 1.66297174E+00 3.77190688E-02
 6.43028897E-04 1.66332151E+00 3.77931064E-02
 6.58784753E-04 1.66367219E+00 3.78683659E-02
 6.74573808E-04 1.66402352E+00 3.79433766E-02
 6.90383184E-04 1.66437567E+00 3.80180934E-02
 7.06237049E-04 1.66472839E+00 3.80925884E-02
 7.22121825E-04 1.66508181E+00 3.81668283E-02
 7.38036827E-04 1.66543593E+00 3.82408078E-02
 7.53993744E-04 1.66579067E+00 3.83145575E-02
 7.69966217E-04 1.66614624E+00 3.83880171E-02
 7.86018729E-04 1.66650295E+00 3.84624090E-02
 8.02498766E-04 1.66686188E+00 3.85388009E-02
 8.19060669E-04 1.66722191E+00 3.86148023E-02
 8.35680251E-04 1.66758246E+00 3.86904871E-02
 8.52320138E-04 1.66794387E+00 3.87657566E-02
 8.69003547E-04 1.66830591E+00 3.88406802E-02
 8.85718044E-04 1.66866873E+00 3.89152204E-02
 9.02474667E-04 1.66903221E+00 3.89894116E-02
 9.19248036E-04 1.66939658E+00 3.90631942E-02
 9.36100110E-04 1.66976176E+00 3.91373153E-02
 9.53097531E-04 1.67012833E+00 3.92133667E-02
 9.70130392E-04 1.67049568E+00 3.92890793E-02
 9.87198053E-04 1.67086381E+00 3.93644553E-02
 1.00431189E-03 1.67123262E+00 3.94395264E-02
 1.02144684E-03 1.67160231E+00 3.95142401E-02
 1.03861468E-03 1.67197280E+00 3.95886242E-02
 1.05582667E-03 1.67234399E+00 3.96627099E-02
 1.07305832E-03 1.67271610E+00 3.97364412E-02
 1.09034302E-03 1.67308912E+00 3.98101764E-02
 1.10778883E-03 1.67346473E+00 3.98865456E-02
 1.12527641E-03 1.67384100E+00 3.99627006E-02
 1.14279361E-03 1.67421803E+00 4.00386119E-02
 1.16033975E-03 1.67459585E+00 4.01142830E-02
 1.17793697E-03 1.67497423E+00 4.01897852E-02
 1.19554975E-03 1.67535348E+00 4.02650301E-02
 1.21320107E-03 1.67573343E+00 4.03400764E-02
 1.23088988E-03 1.67611407E+00 4.04149328E-02
 1.24859228E-03 1.67649560E+00 4.04895437E-02
 1.26648729E-03 1.67687886E+00 4.05673510E-02
 1.28441080E-03 1.67726298E+00 4.06449434E-02
 1.30237050E-03 1.67764775E+00 4.07222221E-02
 1.32036591E-03 1.67803320E+00 4.07991843E-02
 1.33838456E-03 1.67841942E+00 4.08758061E-02
 1.35644897E-03 1.67880623E+00 4.09521437E-02
 1.37475581E-03 1.67919467E+00 4.10282468E-02
 1.39325795E-03 1.67958432E+00 4.11041396E-02
 1.41179553E-03 1.67997474E+00 4.11797159E-02
 1.43050108E-03 1.68036775E+00 4.12567200E-02
 1.44926659E-03 1.68076196E+00 4.13337204E-02
 1.46808353E-03 1.68115681E+00 4.14103980E-02
 1.48692805E-03 1.68155248E+00 4.14867002E-02
 1.50580022E-03 1.68194900E+00 4.15626198E-02
 1.52470983E-03 1.68234625E+00 4.16381942E-02
 1.54365684E-03 1.68274428E+00 4.17134152E-02
 1.56263968E-03 1.68314305E+00 4.17882915E-02
 1.58164670E-03 1.68354268E+00 4.18627917E-02
 1.60080135E-03 1.68394482E+00 4.19396926E-02
 1.62003051E-03 1.68434861E+00 4.20174191E-02
 1.63930976E-03 1.68475307E+00 4.20947988E-02
 1.65860420E-03 1.68515847E+00 4.21717623E-02
 1.67794664E-03 1.68556452E+00 4.22483938E-02
 1.69731470E-03 1.68597145E+00 4.23246334E-02
 1.71670734E-03 1.68637925E+00 4.24004888E-02
 1.73614576E-03 1.68678772E+00 4.24760218E-02
 1.75560727E-03 1.68719707E+00 4.25511770E-02
 1.77518884E-03 1.68760825E+00 4.26279242E-02
 1.79486987E-03 1.68802105E+00 4.27058485E-02
 1.81458746E-03 1.68843464E+00 4.27834033E-02
 1.83432949E-03 1.68884911E+00 4.28605692E-02
 1.85409543E-03 1.68926446E+00 4.29373443E-02
 1.87390589E-03 1.68968051E+00 4.30137953E-02
 1.89373851E-03 1.69009745E+00 4.30898614E-02
 1.91360309E-03 1.69051520E+00 4.31655774E-02
 1.93374543E-03 1.69093523E+00 4.32409480E-02
 1.95416166E-03 1.69135809E+00 4.33171989E-02
 1.97471038E-03 1.69178371E+00 4.33946732E-02
 1.99529202E-03 1.69221019E+00 4.34717827E-02
 2.01590567E-03 1.69263752E+00 4.35485287E-02
 2.03654963E-03 1.69306569E+00 4.36249217E-02
 2.05724555E-03 1.69349455E+00 4.37010081E-02
 2.07794916E-03 1.69392444E+00 4.37766819E-02
 2.09869139E-03 1.69435510E+00 4.38520343E-02
 2.11947218E-03 1.69478654E+00 4.39270576E-02
 2.14032234E-03 1.69521962E+00 4.40027403E-02
 2.16133802E-03 1.69565511E+00 4.40806086E-02
 2.18238937E-03 1.69609138E+00 4.41580723E-02
 2.20345395E-03 1.69652859E+00 4.42350822E-02
 2.22456414E-03 1.69696651E+00 4.43117166E-02
 2.24570779E-03 1.69740519E+00 4.43879618E-02
 2.26687367E-03 1.69784475E+00 4.44637900E-02
 2.28806118E-03 1.69828518E+00 4.45392044E-02
 2.30928126E-03 1.69872642E+00 4.46142250E-02
 2.33055197E-03 1.69916903E+00 4.46892188E-02
 2.35200152E-03 1.69961544E+00 4.47657901E-02
 2.37346399E-03 1.70006282E+00 4.48418745E-02
 2.39496113E-03 1.70051104E+00 4.49175240E-02
 2.41649190E-03 1.70096005E+00 4.49927525E-02
 2.43803357E-03 1.70141004E+00 4.50675110E-02
 2.45966579E-03 1.70186090E+00 4.51419810E-02
 2.48169663E-03 1.70231364E+00 4.52169025E-02
 2.50377387E-03 1.70276717E+00 4.52914697E-02
 2.52586301E-03 1.70322192E+00 4.53656602E-02
 2.54817247E-03 1.70368138E+00 4.54432628E-02
 2.57050814E-03 1.70414182E+00 4.55203860E-02
 2.59286871E-03 1.70460323E+00 4.55970380E-02
 2.61525320E-03 1.70506562E+00 4.56732223E-02
 2.63768226E-03 1.70552881E+00 4.57489959E-02
 2.66013349E-03 1.70599301E+00 4.58243038E-02
 2.68260557E-03 1.70645818E+00 4.58991541E-02
 2.70510817E-03 1.70692426E+00 4.59735772E-02
 2.72762956E-03 1.70739133E+00 4.60475493E-02
 2.75034191E-03 1.70786223E+00 4.61240363E-02
 2.77310566E-03 1.70833439E+00 4.62004664E-02
 2.79589104E-03 1.70880752E+00 4.62764353E-02
 2.81869719E-03 1.70928165E+00 4.63519486E-02
 2.84152297E-03 1.70975674E+00 4.64270166E-02
 2.86438864E-03 1.71023266E+00 4.65016946E-02
 2.88727231E-03 1.71070958E+00 4.65759328E-02
 2.91017261E-03 1.71118746E+00 4.66497466E-02
 2.93309969E-03 1.71166627E+00 4.67231528E-02
 2.95617645E-03 1.71214947E+00 4.67984407E-02
 2.97931429E-03 1.71263477E+00 4.68740389E-02
 3.00291630E-03 1.71312272E+00 4.69492193E-02
 3.02658193E-03 1.71361169E+00 4.70240471E-02
 3.05026488E-03 1.71410175E+00 4.70984765E-02
 3.07397387E-03 1.71459283E+00 4.71725448E-02
 3.09769717E-03 1.71508503E+00 4.72462338E-02
 3.12148967E-03 1.71557779E+00 4.73197155E-02
 3.14530115E-03 1.71607153E+00 4.73928229E-02
 3.16927050E-03 1.71656845E+00 4.74672991E-02
 3.19333297E-03 1.71706783E+00 4.75423351E-02
 3.21740358E-03 1.71756829E+00 4.76168485E-02
 3.24150085E-03 1.71806973E+00 4.76908892E-02
 3.26562435E-03 1.71857213E+00 4.77644676E-02
 3.28975507E-03 1.71907564E+00 4.78375498E-02
 3.31389225E-03 1.71958023E+00 4.79101503E-02
 3.33805430E-03 1.72008580E+00 4.79823104E-02
 3.36222185E-03 1.72059247E+00 4.80539998E-02
 3.38649351E-03 1.72110270E+00 4.81261193E-02
 3.41089240E-03 1.72161652E+00 4.81986944E-02
 3.43530256E-03 1.72213142E+00 4.82707196E-02
 3.45972324E-03 1.72264739E+00 4.83422031E-02
 3.48415382E-03 1.72316444E+00 4.84131468E-02
 3.50904476E-03 1.72368484E+00 4.84841106E-02
 3.53396917E-03 1.72420669E+00 4.85545717E-02
 3.55891789E-03 1.72472959E+00 4.86245810E-02
 3.58388173E-03 1.72525364E+00 4.86941041E-02
 3.60893140E-03 1.72578074E+00 4.87646087E-02
 3.63411229E-03 1.72631268E+00 4.88372227E-02
 3.65931268E-03 1.72684577E+00 4.89092228E-02
 3.68453132E-03 1.72738000E+00 4.89806280E-02
 3.70974968E-03 1.72791554E+00 4.90513942E-02
 3.73498465E-03 1.72845223E+00 4.91215847E-02
 3.76022590E-03 1.72899013E+00 4.91911975E-02
 3.78548204E-03 1.72952920E+00 4.92602530E-02
 3.81074299E-03 1.73006950E+00 4.93287424E-02
 3.83606358E-03 1.73061189E+00 4.93972951E-02
 3.86152598E-03 1.73115932E+00 4.94672705E-02
 3.88698721E-03 1.73170794E+00 4.95366546E-02
 3.91246369E-03 1.73225765E+00 4.96054977E-02
 3.93795361E-03 1.73280842E+00 4.96738146E-02
 3.96348773E-03 1.73335984E+00 4.97417069E-02
 3.98932920E-03 1.73392062E+00 4.98060913E-02
 4.01528625E-03 1.73448611E+00 4.98686760E-02
 4.04124420E-03 1.73505291E+00 4.99306352E-02
 4.06721206E-03 1.73562166E+00 4.99921576E-02
 4.09334923E-03 1.73619832E+00 5.00559644E-02
 4.11948584E-03 1.73677608E+00 5.01194606E-02
 4.14560778E-03 1.73735509E+00 5.01824964E-02
 4.17173377E-03 1.73793520E+00 5.02450257E-02
 4.19784944E-03 1.73851653E+00 5.03069067E-02
 4.22395681E-03 1.73909907E+00 5.03680512E-02
 4.25005786E-03 1.73968284E+00 5.04283746E-02
 4.27615448E-03 1.74026780E+00 5.04877970E-02
 4.30223198E-03 1.74085412E+00 5.05461718E-02
 4.32847605E-03 1.74144735E+00 5.06091476E-02
 4.35472179E-03 1.74204229E+00 5.06717353E-02
 4.38095327E-03 1.74263870E+00 5.07335520E-02
 4.40717900E-03 1.74323660E+00 5.07945597E-02
 4.43428916E-03 1.74381263E+00 5.08678151E-02
 4.46141266E-03 1.74439025E+00 5.09401359E-02
 4.48853860E-03 1.74496953E+00 5.10116963E-02
 4.51572979E-03 1.74554911E+00 5.10843713E-02
 4.54291603E-03 1.74613030E+00 5.11557661E-02
 4.57027374E-03 1.74671669E+00 5.12281003E-02
 4.59765226E-03 1.74730600E+00 5.12993925E-02
 4.62502458E-03 1.74789728E+00 5.13692360E-02
 4.65240161E-03 1.74849042E+00 5.14377445E-02
 4.67975294E-03 1.74908568E+00 5.15048824E-02
 4.70710274E-03 1.74968276E+00 5.15708257E-02
 4.73443436E-03 1.75028185E+00 5.16355824E-02
 4.76174456E-03 1.75088292E+00 5.16992226E-02
 4.78905677E-03 1.75148571E+00 5.17619132E-02
 4.81647515E-03 1.75209505E+00 5.18254342E-02
 4.84396595E-03 1.75270817E+00 5.18891085E-02
 4.87142485E-03 1.75332326E+00 5.19519288E-02
 4.89888956E-03 1.75394215E+00 5.20135387E-02
 4.92651067E-03 1.75458347E+00 5.20704385E-02
 4.95409899E-03 1.75522593E+00 5.21265327E-02
 4.98167058E-03 1.75586937E+00 5.21820035E-02
 5.00923895E-03 1.75651358E+00 5.22369142E-02
 5.03683047E-03 1.75715830E+00 5.22914986E-02
 5.06449552E-03 1.75780936E+00 5.23466455E-02
 5.09221358E-03 1.75846595E+00 5.24016006E-02
 5.11989583E-03 1.75912386E+00 5.24555764E-02
 5.14754167E-03 1.75978308E+00 5.25086523E-02
 5.17515052E-03 1.76044359E+00 5.25608988E-02
 5.20272177E-03 1.76110538E+00 5.26123835E-02
 5.23024192E-03 1.76176861E+00 5.26631154E-02
 5.25772319E-03 1.76243310E+00 5.27132132E-02
 5.28516486E-03 1.76309887E+00 5.27627294E-02
 5.31182352E-03 1.76383087E+00 5.27921077E-02
 5.33639465E-03 1.76473229E+00 5.27670531E-02
 5.36107512E-03 1.76563185E+00 5.27418516E-02
 5.38561578E-03 1.76653201E+00 5.27154516E-02
 5.41000983E-03 1.76743285E+00 5.26874802E-02
 5.43435437E-03 1.76833323E+00 5.26579945E-02
 5.45872929E-03 1.76923180E+00 5.26285471E-02
 5.48295709E-03 1.77012987E+00 5.25994830E-02
 5.50201505E-03 1.77147800E+00 5.24106306E-02
 5.52097309E-03 1.77283566E+00 5.22224519E-02
 5.53979779E-03 1.77421183E+00 5.20346285E-02
 5.55886369E-03 1.77562111E+00 5.18400456E-02
 5.57844903E-03 1.77712402E+00 5.16068995E-02
 5.59773919E-03 1.77863686E+00 5.13683260E-02
 5.61669393E-03 1.78016074E+00 5.11296826E-02
 5.63802176E-03 1.78163431E+00 5.09212671E-02
 5.65927830E-03 1.78309889E+00 5.07104032E-02
 5.68028883E-03 1.78455548E+00 5.04929484E-02
 5.70151962E-03 1.78603789E+00 5.02605310E-02
 5.72337577E-03 1.78758558E+00 5.00368476E-02
 5.74481890E-03 1.78912333E+00 4.98069360E-02
 5.76600380E-03 1.79065444E+00 4.95904989E-02
 5.78859592E-03 1.79216098E+00 4.93834545E-02
 5.81091548E-03 1.79366142E+00 4.91740679E-02
 5.83281251E-03 1.79515416E+00 4.89621487E-02
 5.85455456E-03 1.79664176E+00 4.87542990E-02
 5.87712926E-03 1.79812951E+00 4.85614869E-02
 5.89927411E-03 1.79960820E+00 4.83689693E-02
 5.92117607E-03 1.80112096E+00 4.81671858E-02
 5.94315025E-03 1.80263158E+00 4.79662609E-02
 5.96560462E-03 1.80415852E+00 4.77648657E-02
 5.98748609E-03 1.80568502E+00 4.75611744E-02
 6.00885843E-03 1.80720932E+00 4.73551828E-02
 6.03043219E-03 1.80872287E+00 4.71577601E-02
 6.05236704E-03 1.81021494E+00 4.69757638E-02
 6.07380298E-03 1.81169283E+00 4.67972248E-02
 6.09476226E-03 1.81315627E+00 4.66225931E-02
 6.11601822E-03 1.81462837E+00 4.64479797E-02
 6.13797174E-03 1.81608220E+00 4.62862751E-02
 6.15943367E-03 1.81753249E+00 4.61248725E-02
 6.18040929E-03 1.81897942E+00 4.59634895E-02
 6.20089173E-03 1.82042330E+00 4.58018175E-02
 6.22193376E-03 1.82187212E+00 4.56467629E-02
 6.24287255E-03 1.82331536E+00 4.54948455E-02
 6.26335888E-03 1.82474947E+00 4.53440875E-02
 6.28339781E-03 1.82617476E+00 4.51945931E-02
 6.30328088E-03 1.82762127E+00 4.50388405E-02
 6.32415094E-03 1.82911357E+00 4.48753815E-02
 6.34455866E-03 1.83059821E+00 4.47134229E-02
 6.36449774E-03 1.83207550E+00 4.45529423E-02
 6.38397929E-03 1.83354548E+00 4.43940189E-02
 6.40341046E-03 1.83499602E+00 4.42444775E-02
 6.42353182E-03 1.83640565E+00 4.41171487E-02
 6.44324432E-03 1.83780732E+00 4.39901521E-02
 6.46255327E-03 1.83920126E+00 4.38634615E-02
 6.48172712E-03 1.84060861E+00 4.37332296E-02
 6.50065998E-03 1.84202578E+00 4.35997638E-02
 6.52044251E-03 1.84343791E+00 4.34790936E-02
 6.53994911E-03 1.84484641E+00 4.33586607E-02
 6.55905859E-03 1.84625154E+00 4.32371214E-02
 6.57777259E-03 1.84765346E+00 4.31144511E-02
 6.59608809E-03 1.84905242E+00 4.29905902E-02
 6.61441430E-03 1.85044926E+00 4.28700395E-02
 6.63330640E-03 1.85184109E+00 4.27595424E-02
 6.65206286E-03 1.85323536E+00 4.26490220E-02
 6.67070518E-03 1.85463668E+00 4.25373812E-02
 6.68898402E-03 1.85603122E+00 4.24250296E-02
 6.70691819E-03 1.85741878E+00 4.23134909E-02
 6.72498231E-03 1.85880014E+00 4.22081642E-02
 6.74356924E-03 1.86017611E+00 4.21144861E-02
 6.76181083E-03 1.86154663E+00 4.20202943E-02
 6.77971436E-03 1.86291169E+00 4.19255171E-02
 6.79727738E-03 1.86427155E+00 4.18299804E-02
 6.81466495E-03 1.86563615E+00 4.17318922E-02
 6.83201814E-03 1.86701341E+00 4.16300959E-02
 6.85031705E-03 1.86837622E+00 4.15423246E-02
 6.86837892E-03 1.86973488E+00 4.14550544E-02
 6.88613315E-03 1.87108969E+00 4.13674790E-02
 6.90359260E-03 1.87244032E+00 4.12796912E-02
 6.92073370E-03 1.87378786E+00 4.11913380E-02
 6.93755808E-03 1.87513214E+00 4.11024668E-02
 6.95410322E-03 1.87647304E+00 4.10135150E-02
 6.97175828E-03 1.87779977E+00 4.09428415E-02
 6.98950352E-03 1.87914257E+00 4.08723347E-02
 7.00696470E-03 1.88047594E+00 4.08034227E-02
 7.02413649E-03 1.88180046E+00 4.07359824E-02
 7.04105033E-03 1.88311546E+00 4.06703582E-02
 7.05772342E-03 1.88442065E+00 4.06067241E-02
 7.07412969E-03 1.88571716E+00 4.05445537E-02
 7.09084567E-03 1.88700046E+00 4.04881228E-02
 7.10802561E-03 1.88827297E+00 4.04370912E-02
 7.12498633E-03 1.88954466E+00 4.03846216E-02
 7.14212552E-03 1.89084366E+00 4.03206226E-02
 7.15900746E-03 1.89213878E+00 4.02566690E-02
 7.17563276E-03 1.89343023E+00 4.01927824E-02
 7.19205444E-03 1.89471612E+00 4.01296361E-02
 7.20822075E-03 1.89599855E+00 4.00670282E-02
 7.22425696E-03 1.89727558E+00 4.00065743E-02
 7.24124047E-03 1.89852955E+00 3.99622333E-02
 7.25799961E-03 1.89977873E+00 3.99184290E-02
 7.27452580E-03 1.90102366E+00 3.98750014E-02
 7.29126987E-03 1.90229547E+00 3.98312134E-02
 7.30783878E-03 1.90356372E+00 3.97877275E-02
 7.32421613E-03 1.90482587E+00 3.97449529E-02
 7.34036362E-03 1.90608366E+00 3.97024953E-02
 7.35628794E-03 1.90733700E+00 3.96604750E-02
 7.37198502E-03 1.90858639E+00 3.96188561E-02
 7.38853854E-03 1.90982315E+00 3.95842322E-02
 7.40509342E-03 1.91105689E+00 3.95504722E-02
 7.42144939E-03 1.91228896E+00 3.95165572E-02
 7.43803897E-03 1.91353326E+00 3.94848588E-02
 7.45451220E-03 1.91477943E+00 3.94535255E-02
 7.47076674E-03 1.91602362E+00 3.94223885E-02
 7.48681378E-03 1.91726551E+00 3.93915688E-02
 7.50264864E-03 1.91850550E+00 3.93609595E-02
 7.51827206E-03 1.91974368E+00 3.93305493E-02
 7.53369438E-03 1.92097983E+00 3.93004319E-02
 7.54991144E-03 1.92216638E+00 3.92864127E-02
 7.56639399E-03 1.92332887E+00 3.92797050E-02
 7.58301859E-03 1.92450345E+00 3.92665905E-02
 7.59962550E-03 1.92568527E+00 3.92494366E-02
 7.61605340E-03 1.92686757E+00 3.92311214E-02
 7.63231140E-03 1.92804990E+00 3.92118123E-02
 7.64839296E-03 1.92923260E+00 3.91914510E-02
 7.66439203E-03 1.93041150E+00 3.91720346E-02
